DonorKey,Donor Name,Country,Region,Age Band,Acquisition Date,Acquisition ChannelKey,Donor Type,Consent Status
322,Debra Elliott,,Uppsala,60-74,2025-09-10,1,Individual,Full
323,Geraldine Higgins,FI,Pirkanmaa,45-59,2022-07-18,1,Individual,Full
324,Roger Smith,NO,Vestland,18-29,2022-03-11,1,Individual,Full
325,Mrs Victoria Williamson,FI,Varsinais-Suomi,60-74,2024-03-14,2,Individual,Email only
326,Dr Rhys Ryan,NO,Rogaland,30-44,2023-11-30,1,Individual,Email only
327,Miss Patricia Lees,NO,Trøndelag,18-29,2023-11-28,2,Individual,Full
328,Dr Ronald Cartwright,SE,Skåne,30-44,2025-04-25,1,Individual,Full
329,Jeremy Wright,,Varsinais-Suomi,30-44,2023-10-02,1,Individual,Full
330,Dr David Nicholls,SE,Västra Götaland,18-29,2022-12-18,2,Individual,Full
331,Douglas Collins,SE,Västra Götaland,45-59,2023-08-03,2,Individual,Full
332,Richard Webster-Woods,FI,Pirkanmaa,30-44,2024-12-02,2,Individual,Full
333,Lindsey Hardy,FI,Pohjois-Pohjanmaa,45-59,2024-01-12,3,Individual,Full
334,Lee Wright,FI,Pirkanmaa,75+,2025-12-02,5,Individual,Full
335,Teresa Bradley,FI,Uusimaa,30-44,2023-11-09,1,Trust,Email only
336,Tracey Foster,NO,Rogaland,45-59,2025-12-28,1,Individual,Full
337,Kim Richards,SE,Skåne,60-74,2023-12-20,2,Individual,Full
338,Mr Antony Whitehead,SE,Skåne,30-44,2024-03-12,2,Individual,Full
339,Claire Saunders,SE,Västra Götaland,45-59,2022-05-07,3,Individual,Full
340,Jill Gray-James,NO,Vestland,60-74,2023-04-15,2,Individual,Post only
341,Mrs Denise Moss,FI,Pirkanmaa,18-29,2024-01-13,6,Individual,Post only
342,Alan Ali,FI,Pirkanmaa,75+,2023-05-01,1,Individual,Full
343,Mrs Lisa Saunders,FI,Pohjois-Pohjanmaa,60-74,2022-01-16,1,Individual,Email only
344,Cameron Ahmed,FI,Uusimaa,75+,2024-04-14,3,Individual,Full
345,Nicole Moore,FI,Varsinais-Suomi,60-74,2024-12-19,1,Individual,Email only
346,Geoffrey Tucker,NO,Rogaland,30-44,2024-10-12,1,Individual,Email only
347,Jack Lawson,FI,Varsinais-Suomi,45-59,2023-12-29,3,Individual,Email only
348,Miss Pauline Davies,FI,Pohjois-Pohjanmaa,18-29,2024-12-18,5,Individual,Email only
349,Miss Sophie Chamberlain,NO,Vestland,45-59,2024-05-18,1,Individual,Full
350,Damian Pope-Hughes,SE,Stockholm,30-44,2022-12-13,2,Individual,Full
351,Ms Naomi Carter,FI,Varsinais-Suomi,30-44,2024-12-04,1,Individual,Full
352,Rita Newman,SE,Västra Götaland,45-59,2025-12-11,1,Individual,Full
353,Molly Simmons-Andrews,NO,Rogaland,30-44,2025-05-09,1,Individual,Full
354,Sian Edwards-Smith,FI,Varsinais-Suomi,75+,2022-10-24,3,Individual,Full
355,Brian North,FI,Varsinais-Suomi,30-44,2025-02-12,2,Individual,Full
356,Andrew Gill,FI,Uusimaa,60-74,2025-03-12,2,Individual,Email only
357,Miss Dorothy Young,SE,Västra Götaland,45-59,2025-02-16,1,Individual,Full
358,Dr Louis Ahmed,DK,Hovedstaden,45-59,2024-12-15,1,Individual,Full
359,Ms Susan Walker,FI,Pohjois-Pohjanmaa,60-74,2025-02-18,4,Individual,Email only
360,Karen Robson,FI,Pirkanmaa,30-44,2023-10-15,2,Individual,Full
361,Kathleen Matthews,,Pirkanmaa,45-59,2024-10-28,1,Individual,Full
362,Dominic Patel,FI,Varsinais-Suomi,75+,2023-07-18,3,Individual,Full
363,Douglas Nixon,FI,Pirkanmaa,18-29,2023-12-29,1,Individual,Full
364,Mr Dominic Anderson,FI,Varsinais-Suomi,30-44,2025-11-23,4,Individual,Full
365,Cameron King-Evans,FI,Pohjois-Pohjanmaa,30-44,2025-12-17,3,Individual,Full
366,Ben Lawrence-Norris,SE,Uppsala,60-74,2023-01-22,2,Individual,Full
367,Miss Amanda Wilkins,FI,Uusimaa,30-44,2024-11-16,2,Individual,Full
368,Charlotte Chan,FI,Uusimaa,60-74,2022-12-02,1,Individual,Post only
369,Josephine Walker-Jarvis,FI,Varsinais-Suomi,45-59,2025-11-03,1,Individual,Full
370,Lewis Thomas,NO,Rogaland,45-59,2023-05-15,1,Individual,Post only
371,Jonathan Moore-Fitzgerald,SE,Stockholm,60-74,2022-01-28,4,Individual,Email only
372,Marc Smith,DK,Hovedstaden,60-74,2023-12-21,4,Individual,Email only
373,Mohammad Sanders,NO,Vestland,30-44,2024-03-13,1,Individual,Full
374,Cheryl Nicholls,SE,Västra Götaland,45-59,2023-04-11,1,Individual,Full
375,Josephine Evans,FI,Pirkanmaa,30-44,2025-11-04,1,Individual,Full
376,Ms Josephine Gibson,DK,Sjælland,18-29,2023-09-01,2,Individual,Full
377,Lawrence Sykes,SE,Stockholm,60-74,2025-04-30,5,Individual,Full
378,Paige Stevens-Barnes,DK,Hovedstaden,75+,2024-02-07,4,Individual,Full
379,Ronald Berry-Mason,NO,Rogaland,45-59,2025-12-05,6,Individual,Full
380,Chelsea Marshall-Parker,SE,Skåne,75+,2025-08-05,2,Individual,Full
381,Ruth Gibson,NO,Rogaland,75+,2022-05-30,1,Individual,Full
382,Miss Ann James,,Skåne,45-59,2024-12-24,2,Individual,Full
383,Helen Yates,NO,Rogaland,75+,2023-08-16,5,Individual,Full
384,Kieran Sharp,FI,Pohjois-Pohjanmaa,45-59,2025-07-03,1,Individual,Email only
385,Miss Abbie Wilson,FI,Pirkanmaa,60-74,2025-05-05,1,Individual,Full
386,Kyle Johnston-Bell,FI,Varsinais-Suomi,30-44,2022-07-16,4,Individual,Post only
387,Mr Antony Burrows,FI,Pohjois-Pohjanmaa,75+,2023-02-19,4,Individual,Full
388,Jennifer Dawson,FI,Pohjois-Pohjanmaa,45-59,2025-02-26,4,Individual,Full
389,Marie Chambers-Shepherd,FI,Pirkanmaa,45-59,2025-05-26,2,Individual,Full
390,Melanie Begum,SE,Stockholm,45-59,2022-10-07,1,Individual,Post only
391,George McLean,SE,Skåne,60-74,2023-01-02,5,Individual,Full
392,Francesca Walker,SE,Stockholm,60-74,2025-05-05,2,Individual,Full
393,Dr Lauren Gray,FI,Pohjois-Pohjanmaa,18-29,2022-12-17,1,Individual,Post only
394,Mark Byrne,SE,Skåne,45-59,2022-08-09,1,Individual,Full
395,Kathleen Williams,FI,Pohjois-Pohjanmaa,45-59,2024-05-13,1,Individual,Email only
396,Mr Albert Shaw,NO,Vestland,30-44,2023-11-28,5,Individual,Post only
397,Barbara Brown,FI,Varsinais-Suomi,60-74,2023-09-08,5,Individual,Full
398,Mr Leonard Wright,FI,Varsinais-Suomi,18-29,2024-02-21,3,Individual,Post only
399,Rosie Law,SE,Västra Götaland,30-44,2025-12-24,5,Individual,Full
400,Mr James Wood,FI,Uusimaa,60-74,2022-02-19,5,Individual,Full
401,Victoria Wright,SE,Stockholm,30-44,2024-08-26,2,Corporate,Full
402,Dennis Carroll,DK,Sjælland,45-59,2024-03-18,2,Individual,Full
403,Mr Leon Chan,FI,Varsinais-Suomi,60-74,2023-03-29,1,Individual,Email only
404,Kevin O'Connor-Scott,NO,Rogaland,60-74,2023-05-09,5,Individual,Email only
405,Kate Davies,SE,Västra Götaland,60-74,2022-07-01,1,Individual,Email only
406,Graham Morley,FI,Pohjois-Pohjanmaa,45-59,2024-03-24,3,Individual,Full
407,Dr Molly Graham,FI,Uusimaa,75+,2023-09-07,4,Corporate,Email only
408,Danny Butler,NO,Oslo,45-59,2025-12-15,5,Individual,Full
409,Joanne Thompson,FI,Varsinais-Suomi,60-74,2022-03-02,1,Individual,Full
410,Ms Teresa Taylor,DK,Midtjylland,45-59,2022-01-19,2,Individual,Email only
411,Malcolm Lawrence,FI,Uusimaa,30-44,2023-12-20,2,Individual,Full
412,Tom Hill,NO,Rogaland,30-44,2023-03-31,2,Individual,Full
413,Kerry Walsh,DK,Hovedstaden,60-74,2025-12-05,1,Individual,Full
414,Kate Allen,SE,Västra Götaland,18-29,2022-10-02,1,Individual,Full
415,Clare Edwards,FI,Pohjois-Pohjanmaa,30-44,2022-12-14,1,Individual,Full
416,Amy Evans-Hill,SE,Uppsala,30-44,2025-03-13,2,Corporate,Full
417,Elaine Cox,NO,Trøndelag,75+,2025-01-31,5,Individual,Full
418,Miss Leanne Morrison,SE,Västra Götaland,30-44,2025-05-28,3,Individual,Email only
419,Mr Philip Reed,FI,Uusimaa,30-44,2024-12-31,5,Individual,Full
420,Paul Edwards,SE,Skåne,30-44,2022-05-28,2,Individual,Full
421,Damien Doyle,FI,Varsinais-Suomi,18-29,2022-11-13,2,Individual,Email only
422,Yvonne Hunt-Booth,FI,Varsinais-Suomi,60-74,2022-09-07,3,Individual,Full
423,Rita Wade-Harper,NO,Oslo,75+,2022-12-16,3,Individual,Email only
424,Dr Kate Ali,NO,Rogaland,18-29,2024-03-28,5,Individual,Full
425,Ms Lauren Hill,FI,Pirkanmaa,30-44,2025-12-19,1,Individual,Full
426,Joyce Harris,FI,Uusimaa,60-74,2024-04-03,1,Individual,Full
427,Vincent Johnson,FI,Varsinais-Suomi,30-44,2025-02-16,1,Individual,Post only
428,Mr Joseph Hall,DK,Sjælland,30-44,2023-05-31,2,Individual,Full
429,Mr Neil Turner,FI,Pohjois-Pohjanmaa,60-74,2024-11-18,3,Individual,Post only
430,Cameron Green,SE,Skåne,45-59,2023-03-19,2,Individual,Post only
431,Anna Hodgson,FI,Pirkanmaa,45-59,2025-11-29,1,Individual,Full
432,Mitchell Black,SE,Västra Götaland,45-59,2023-08-15,1,Individual,Full
433,Miss Heather Akhtar,FI,Pohjois-Pohjanmaa,75+,2023-03-16,4,Individual,Post only
434,Brett Bradshaw,FI,Pohjois-Pohjanmaa,45-59,2025-09-16,1,Individual,Full
435,Emma Taylor,FI,Varsinais-Suomi,60-74,2024-12-15,1,Individual,Full
436,John Thompson,SE,Uppsala,75+,2024-11-07,1,Individual,Full
437,Jodie Hart-Jackson,FI,Uusimaa,75+,2022-05-05,4,Individual,Full
438,Mr Henry Williams,SE,Stockholm,18-29,2025-05-26,1,Trust,Email only
439,Frances Moore-Barry,FI,Varsinais-Suomi,45-59,2024-10-08,1,Individual,Full
440,Paula Jones-Nolan,FI,Pirkanmaa,45-59,2022-12-09,2,Corporate,Full
441,Robert Griffiths,FI,Pirkanmaa,18-29,2024-12-22,5,Individual,Email only
442,Dylan Davies-Burns,FI,Uusimaa,45-59,2024-01-18,1,Individual,Post only
443,Gregory Shah,DK,Sjælland,18-29,2022-10-30,2,Individual,Full
444,Maurice Patel,FI,Varsinais-Suomi,45-59,2024-12-13,4,Trust,Full
445,Diane Williams,SE,Uppsala,45-59,2022-07-28,2,Individual,Full
446,Ruth Taylor,SE,Uppsala,45-59,2023-08-12,1,Individual,Email only
447,Ms Jodie Jones,FI,Varsinais-Suomi,45-59,2023-11-10,1,Individual,Full
448,Gerald Gilbert,NO,Oslo,60-74,2024-08-28,2,Individual,Full
449,Miss Molly Hill,DK,Midtjylland,75+,2024-11-27,3,Individual,Full
450,Miss Helen Saunders,DK,Midtjylland,30-44,2024-12-04,3,Individual,Email only
451,Arthur Hutchinson,FI,Uusimaa,60-74,2024-06-28,4,Individual,Full
452,Lynda Booth,SE,Västra Götaland,60-74,2025-05-14,2,Corporate,Full
453,Suzanne Matthews-Scott,NO,Trøndelag,45-59,2023-12-05,7,Individual,Full
454,Anthony Wood-Morgan,FI,Pirkanmaa,60-74,2025-12-06,2,Individual,Email only
455,Janice Hutchinson,SE,Stockholm,30-44,2024-05-12,5,Individual,Full
456,Amelia Robinson,DK,Sjælland,30-44,2025-03-21,1,Individual,Email only
457,Anne Holden,SE,Skåne,75+,2025-10-06,1,Individual,Email only
458,Hilary Heath-Austin,DK,Hovedstaden,60-74,2025-01-14,5,Individual,Full
459,Mr Stanley Taylor,,Skåne,75+,2024-10-26,3,Individual,Full
460,Ashley Buckley,FI,Pirkanmaa,75+,2023-11-17,3,Individual,Full
461,Christopher Stevenson,,Midtjylland,60-74,2022-12-12,6,Individual,Full
462,Gregory Pearce,FI,Pohjois-Pohjanmaa,18-29,2023-07-25,2,Individual,Full
463,Janice Baker,FI,Pohjois-Pohjanmaa,75+,2022-01-03,1,Individual,Full
464,Dr Caroline Powell,FI,Uusimaa,45-59,2024-11-27,4,Corporate,Email only
465,Diana Harrison,SE,Skåne,45-59,2022-12-30,2,Individual,Full
466,Gregory Bevan,SE,Stockholm,30-44,2022-12-15,6,Individual,Full
467,Mrs Fiona Smith,SE,Västra Götaland,30-44,2022-12-18,1,Individual,Full
468,Francis Ellis-Thompson,FI,Pohjois-Pohjanmaa,75+,2025-10-27,2,Individual,Full
469,Steven Bates,FI,Pohjois-Pohjanmaa,75+,2023-06-23,4,Individual,Full
470,Mrs Clare Hughes,FI,Pirkanmaa,18-29,2024-04-06,1,Individual,Email only
471,Miss Stephanie Evans,FI,Pohjois-Pohjanmaa,30-44,2025-06-22,1,Individual,Email only
472,Dr Clifford Murray,NO,Oslo,18-29,2022-11-18,1,Trust,Full
473,Dr Donald Curtis,FI,Varsinais-Suomi,30-44,2022-11-06,2,Individual,Full
474,Hannah Andrews,DK,Sjælland,45-59,2024-05-24,6,Individual,Full
475,Tom Parsons,SE,Stockholm,75+,2024-03-20,2,Individual,Email only
476,Dr Chloe Fisher,FI,Uusimaa,60-74,2024-08-25,1,Individual,Email only
477,Ann Smith-Wood,DK,Sjælland,75+,2022-07-10,1,Individual,Full
478,Dr Nathan Phillips,SE,Skåne,60-74,2025-01-26,1,Individual,Full
479,Deborah Bartlett-Whitehead,FI,Pirkanmaa,45-59,2025-12-15,1,Individual,Full
480,Lee Bentley,DK,Sjælland,75+,2024-12-07,1,Individual,Post only
481,Ms Margaret Arnold,SE,Uppsala,18-29,2025-01-24,6,Individual,Full
482,Kayleigh Watson,FI,Varsinais-Suomi,45-59,2023-12-13,2,Individual,Full
483,Simon Pugh,FI,Uusimaa,45-59,2025-05-23,1,Individual,Full
484,Sylvia Roberts,NO,Rogaland,60-74,2024-03-29,4,Individual,Post only
485,Arthur McCarthy,FI,Uusimaa,45-59,2022-12-23,5,Individual,Full
486,Jill Connolly,NO,Trøndelag,30-44,2022-07-01,1,Individual,Full
487,Dr Deborah Moore,DK,Sjælland,18-29,2022-03-03,1,Individual,Email only
488,Aimee Grant,FI,Varsinais-Suomi,30-44,2025-02-28,1,Individual,Email only
489,Sheila Shaw-Jones,FI,Pohjois-Pohjanmaa,60-74,2024-11-15,1,Individual,Full
490,Stacey Ferguson,DK,Hovedstaden,30-44,2024-06-30,4,Individual,Full
491,Mandy Giles,FI,Pirkanmaa,60-74,2022-02-16,1,Individual,Post only
492,Vincent Edwards,FI,Varsinais-Suomi,60-74,2025-12-14,3,Individual,Full
493,Brandon Ward,FI,Uusimaa,45-59,2025-07-17,1,Individual,Post only
494,Michael Lee-Stewart,FI,Pohjois-Pohjanmaa,45-59,2025-03-19,1,Individual,Full
495,Duncan Oliver,DK,Syddanmark,75+,2023-08-18,1,Individual,Full
496,Mr Elliott Potts,DK,Midtjylland,60-74,2024-12-13,1,Individual,Full
497,Eric Bailey,,Stockholm,45-59,2022-11-27,1,Individual,Email only
498,Eileen Begum,FI,Pirkanmaa,45-59,2025-11-27,1,Corporate,Full
499,Mr George Lawrence,FI,Uusimaa,30-44,2023-06-29,1,Individual,Full
500,Lynne Davis,FI,Uusimaa,30-44,2023-10-01,1,Individual,Full
501,Simon Booth-Haynes,DK,Midtjylland,45-59,2022-08-20,1,Individual,Full
502,Valerie Harris,FI,Pohjois-Pohjanmaa,30-44,2022-09-10,1,Individual,Email only
503,Dr Scott Elliott,SE,Stockholm,30-44,2022-06-16,1,Individual,Full
504,Georgia Haynes,FI,Pirkanmaa,18-29,2024-04-04,4,Corporate,Full
505,Antony Ahmed,FI,Pohjois-Pohjanmaa,60-74,2022-03-30,4,Individual,Full
506,Dean Coles,SE,Skåne,45-59,2025-07-22,4,Individual,Full
507,Mohammad Dean,SE,Västra Götaland,45-59,2024-11-05,5,Individual,Full
508,Dr Mary Gordon,NO,Oslo,45-59,2023-12-04,1,Individual,Email only
509,Valerie Potts,SE,Stockholm,30-44,2023-09-06,3,Individual,Email only
510,Richard Lewis,NO,Trøndelag,30-44,2024-12-20,2,Individual,Email only
511,Russell Arnold-Ahmed,NO,Vestland,45-59,2022-02-12,2,Individual,Full
512,Dr Adrian Barnett,FI,Pirkanmaa,30-44,2022-02-03,4,Individual,Full
513,Elizabeth Knowles,FI,Varsinais-Suomi,75+,2025-12-13,1,Individual,Full
514,June Jackson,SE,Uppsala,45-59,2024-01-05,2,Individual,Full
515,Robin Davies,FI,Varsinais-Suomi,60-74,2025-02-22,3,Individual,Email only
516,Antony Arnold,SE,Uppsala,60-74,2023-12-15,2,Individual,Full
517,Mr George Hunt,FI,Varsinais-Suomi,30-44,2025-12-08,1,Individual,Email only
518,Samantha Brown,FI,Uusimaa,30-44,2025-12-03,1,Individual,Full
519,Dr Lewis Stone,NO,Oslo,18-29,2024-09-26,5,Individual,Full
520,Jacqueline Wood,DK,Midtjylland,30-44,2022-03-20,2,Individual,Full
521,Kim Baker,FI,Varsinais-Suomi,30-44,2025-12-04,3,Individual,Post only
522,Miss Cheryl Jenkins,NO,Oslo,30-44,2023-02-07,1,Individual,Post only
523,Brian Middleton,SE,Västra Götaland,30-44,2024-09-27,5,Individual,Full
524,Hugh Johnson-Hussain,NO,Trøndelag,18-29,2022-10-13,2,Individual,Full
525,Mr Graham Elliott,NO,Vestland,30-44,2024-12-27,4,Individual,Full
526,Leigh Brooks,NO,Rogaland,30-44,2025-09-14,2,Individual,Email only
527,Maria Jones,NO,Trøndelag,45-59,2023-04-15,1,Individual,Post only
528,Keith White-Greenwood,SE,Stockholm,30-44,2023-10-30,2,Individual,Full
529,Barbara Thompson,NO,Vestland,30-44,2024-12-28,7,Individual,Full
530,Elliott Shaw-Fletcher,NO,Rogaland,30-44,2023-02-02,5,Individual,Full
531,Mr Edward Weston,NO,Trøndelag,30-44,2024-09-09,1,Individual,Email only
532,Angela Hale,NO,Vestland,75+,2023-07-04,3,Individual,Full
533,Ms Sophie Bond,NO,Oslo,45-59,2024-03-20,3,Individual,Post only
534,Nicholas Campbell,NO,Rogaland,30-44,2025-12-04,1,Individual,Full
535,Dr Samuel Weston,FI,Varsinais-Suomi,60-74,2025-12-20,2,Individual,Full
536,June Phillips,,Uusimaa,30-44,2025-12-17,1,Individual,Full
537,Stephanie Watson,FI,Pirkanmaa,75+,2022-11-02,4,Individual,Email only
538,Ms Hollie Marshall,SE,Stockholm,30-44,2024-10-06,2,Individual,Full
539,Allan Patel-Lawrence,DK,Syddanmark,45-59,2024-09-19,5,Individual,Full
540,Mrs Debra Thompson,NO,Rogaland,75+,2023-12-25,5,Individual,Full
541,Nicole Barrett,FI,Varsinais-Suomi,60-74,2022-10-09,2,Individual,Full
542,Kimberley Wood,NO,Rogaland,45-59,2022-03-30,4,Individual,Email only
543,Sarah Morris,SE,Uppsala,18-29,2025-01-01,5,Individual,Email only
544,Jay O'Sullivan,FI,Pirkanmaa,18-29,2022-08-24,3,Individual,Email only
545,Ms Marilyn Williams,FI,Pirkanmaa,30-44,2023-10-10,1,Individual,Full
546,Guy Taylor-Lee,FI,Uusimaa,45-59,2023-06-18,2,Individual,Full
547,Robin Fuller,SE,Västra Götaland,18-29,2023-08-01,1,Individual,Email only
548,Mr Glen Jones,NO,Vestland,60-74,2025-01-06,3,Individual,Full
549,Joel Williams,NO,Oslo,60-74,2023-03-19,2,Individual,Full
550,Frank Foster,SE,Uppsala,45-59,2022-08-25,4,Individual,Full
551,Alexander Martin,NO,Oslo,75+,2022-09-25,1,Individual,Post only
552,Ben Smith,SE,Västra Götaland,30-44,2023-12-20,1,Individual,Full
553,Stanley Bennett,FI,Pirkanmaa,60-74,2024-09-01,4,Individual,Full
554,Ann Gallagher-Richards,NO,Rogaland,45-59,2022-02-21,4,Individual,Post only
555,Francesca Bowen,FI,Varsinais-Suomi,60-74,2023-12-17,2,Individual,Full
556,Mrs Eleanor Williams,SE,Västra Götaland,30-44,2023-11-14,1,Individual,Full
557,Denise Walker,FI,Pohjois-Pohjanmaa,30-44,2025-12-20,3,Individual,Full
558,Jean Hobbs,FI,Pirkanmaa,60-74,2024-11-23,1,Individual,Full
559,Russell White-Moore,FI,Pohjois-Pohjanmaa,75+,2025-04-27,1,Individual,Full
560,Carol Smith,NO,Vestland,45-59,2023-07-02,4,Corporate,Full
561,Gregory Parker,SE,Skåne,45-59,2024-12-31,2,Individual,Full
562,Mrs Ruth Holland,FI,Pohjois-Pohjanmaa,45-59,2023-04-05,1,Individual,Email only
563,Victor Hammond,FI,Uusimaa,18-29,2025-04-15,5,Individual,Post only
564,Sophie Giles-Martin,FI,Pohjois-Pohjanmaa,60-74,2022-05-23,1,Corporate,Full
565,Dr Jemma Matthews,FI,Pohjois-Pohjanmaa,60-74,2022-05-27,2,Individual,Full
566,Lewis Field-Robinson,DK,Midtjylland,45-59,2025-12-29,4,Individual,Post only
567,Mr Samuel White,,Rogaland,30-44,2024-12-21,1,Individual,Full
568,Mrs Barbara Lees,FI,Uusimaa,45-59,2022-05-24,2,Individual,Full
569,Carl Pickering,NO,Trøndelag,45-59,2024-06-13,1,Individual,Full
570,Joseph Daly,FI,Uusimaa,18-29,2025-02-04,1,Individual,Post only
571,Michael Cartwright,FI,Pirkanmaa,30-44,2023-12-19,1,Corporate,Full
572,Carolyn Osborne,FI,Pohjois-Pohjanmaa,30-44,2022-12-23,2,Individual,Full
573,Gillian Watson,SE,Stockholm,60-74,2025-07-14,1,Individual,Full
574,Alexandra Jones-Newman,SE,Stockholm,30-44,2025-09-16,2,Individual,Full
575,Gemma Coates-Hill,FI,Varsinais-Suomi,45-59,2025-12-14,1,Individual,Full
576,Ronald Harris,FI,Pirkanmaa,60-74,2023-09-20,1,Individual,Full
577,Michael Moore,SE,Uppsala,60-74,2023-11-03,2,Individual,Post only
578,Joseph Holmes,DK,Sjælland,75+,2025-12-26,6,Individual,Email only
579,Marcus Burton,NO,Trøndelag,45-59,2025-02-16,2,Individual,Full
580,Richard Richardson-Hall,SE,Uppsala,60-74,2025-06-06,1,Trust,Full
581,Elizabeth Edwards,FI,Pirkanmaa,60-74,2024-09-25,4,Individual,Full
582,Mathew Fisher,FI,Pohjois-Pohjanmaa,18-29,2025-12-03,4,Individual,Email only
583,Dr Kevin Norman,FI,Pirkanmaa,18-29,2025-11-16,2,Individual,Full
584,Bryan White-Williams,NO,Rogaland,45-59,2024-03-10,3,Individual,Full
585,Stewart Griffiths,FI,Pohjois-Pohjanmaa,75+,2023-12-18,4,Individual,Post only
586,Charlene Humphries,NO,Rogaland,30-44,2022-11-10,1,Individual,Email only
587,Declan Barnes,DK,Syddanmark,60-74,2025-06-27,1,Individual,Full
588,Dr Paige Barry,DK,Sjælland,60-74,2025-04-07,5,Individual,Full
589,Maureen Bradshaw,FI,Pohjois-Pohjanmaa,60-74,2025-12-23,6,Individual,Full
590,Kelly Ward,FI,Pirkanmaa,45-59,2024-03-18,2,Individual,Full
591,Miss Ashleigh Owen,FI,Uusimaa,45-59,2024-12-20,2,Individual,Full
592,Neil Cameron,NO,Trøndelag,45-59,2023-03-10,4,Individual,Email only
593,Victoria Richardson,FI,Pohjois-Pohjanmaa,18-29,2022-12-19,2,Individual,Full
594,Josh Kelly,SE,Västra Götaland,45-59,2024-12-26,4,Individual,Full
595,Leonard Butler-Thomas,SE,Stockholm,60-74,2024-07-25,1,Individual,Full
596,Mr Craig Taylor,FI,Pirkanmaa,75+,2023-06-10,2,Individual,Email only
597,Lawrence Bennett,FI,Pirkanmaa,45-59,2022-08-29,2,Individual,Full
598,Mrs Gemma Harper,FI,Pirkanmaa,60-74,2024-12-02,2,Individual,Full
599,Wendy Pritchard,NO,Rogaland,60-74,2023-06-16,1,Individual,Full
600,Dr Darren Phillips,SE,Uppsala,30-44,2025-12-08,2,Individual,Full
601,Mr Elliott Watson,FI,Pohjois-Pohjanmaa,45-59,2023-12-12,1,Individual,Post only
602,Dr Maria Gardner,FI,Pirkanmaa,75+,2025-12-16,1,Individual,Email only
603,Neil Akhtar,FI,Pohjois-Pohjanmaa,75+,2025-05-15,3,Individual,Full
604,Georgia Smith,SE,Västra Götaland,18-29,2024-02-08,2,Individual,Email only
605,Brett Robinson,FI,Varsinais-Suomi,45-59,2022-12-23,6,Individual,Post only
606,Gail Glover,DK,Syddanmark,18-29,2023-06-16,2,Individual,Full
607,Geoffrey Parry,FI,Uusimaa,75+,2022-10-03,2,Individual,Email only
608,Lisa Taylor,NO,Trøndelag,30-44,2025-03-29,2,Individual,Email only
609,Geraldine Ross,SE,Stockholm,60-74,2023-12-10,4,Individual,Full
610,Yvonne Harrison-Webster,DK,Syddanmark,60-74,2025-05-10,1,Individual,Email only
611,Louise Mann,FI,Varsinais-Suomi,45-59,2023-05-24,1,Individual,Full
612,Gregory Gregory,FI,Varsinais-Suomi,18-29,2023-04-17,1,Individual,Email only
613,Dr Amelia Mills,NO,Trøndelag,60-74,2023-10-19,5,Individual,Full
614,Mr Charlie George,SE,Västra Götaland,18-29,2022-05-22,4,Individual,Email only
615,Dr Dylan Anderson,SE,Uppsala,18-29,2023-12-12,4,Individual,Email only
616,Mr Ben Taylor,NO,Vestland,45-59,2023-06-06,2,Individual,Full
617,Julian Rose,FI,Pohjois-Pohjanmaa,45-59,2023-03-15,1,Individual,Full
618,Deborah Osborne,FI,Uusimaa,60-74,2022-12-24,1,Individual,Full
619,David Ross,FI,Pohjois-Pohjanmaa,18-29,2023-03-28,2,Individual,Post only
620,Josephine Jackson-Scott,FI,Pohjois-Pohjanmaa,18-29,2025-06-03,3,Individual,Full
621,Ms Molly Taylor,FI,Varsinais-Suomi,18-29,2022-08-01,1,Individual,Full
622,Ms Ruth Charlton,FI,Varsinais-Suomi,60-74,2022-12-22,1,Individual,Full
623,Dr Mark O'Sullivan,SE,Skåne,18-29,2022-07-19,1,Individual,Full
624,Kenneth Hanson-Wilson,NO,Trøndelag,18-29,2024-10-19,3,Corporate,Post only
625,Mr Bradley Hayward,FI,Varsinais-Suomi,30-44,2024-12-14,1,Individual,Full
626,Mr Neil Herbert,SE,Skåne,75+,2022-05-14,3,Individual,Full
627,Hazel Gibson-Lee,FI,Uusimaa,60-74,2024-06-28,5,Individual,Full
628,Katy Jones-Armstrong,DK,Hovedstaden,30-44,2023-12-19,1,Individual,Full
629,Miss Dorothy Robinson,FI,Varsinais-Suomi,30-44,2023-01-25,2,Individual,Full
630,Gillian Harvey,DK,Sjælland,18-29,2023-12-11,3,Individual,Post only
631,Mr Albert Wilson,,Västra Götaland,18-29,2022-07-23,1,Individual,Full
632,Glen Tucker,NO,Trøndelag,30-44,2025-12-28,1,Individual,Full
633,Emma Morris,DK,Hovedstaden,30-44,2025-12-02,1,Individual,Full
634,Sharon Robinson,SE,Stockholm,30-44,2024-06-04,1,Individual,Full
635,Bryan Porter,FI,Varsinais-Suomi,75+,2022-07-25,4,Trust,Full
